<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS,15,20130620,180000,124450.0000000,124680.0000000,124140.0000000,124170.0000000,35767
SPFB.RTS,15,20130620,181500,124190.0000000,124450.0000000,123520.0000000,123590.0000000,49075
SPFB.RTS,15,20130620,183000,123600.0000000,123870.0000000,123380.0000000,123500.0000000,41256
SPFB.RTS,15,20130620,184500,123500.0000000,123690.0000000,123110.0000000,123540.0000000,62963
SPFB.RTS,15,20130620,191500,123620.0000000,123690.0000000,123220.0000000,123540.0000000,26578
SPFB.RTS,15,20130620,193000,123530.0000000,123790.0000000,123390.0000000,123580.0000000,19182
SPFB.RTS,15,20130620,194500,123610.0000000,124090.0000000,123540.0000000,123900.0000000,19980
SPFB.RTS,15,20130620,200000,123890.0000000,124030.0000000,123710.0000000,123970.0000000,11966
SPFB.RTS,15,20130620,201500,123970.0000000,124300.0000000,123900.0000000,124070.0000000,13890
SPFB.RTS,15,20130620,203000,124070.0000000,124140.0000000,123860.0000000,123930.0000000,9220
SPFB.RTS,15,20130620,204500,123910.0000000,124160.0000000,123910.0000000,124000.0000000,7033
SPFB.RTS,15,20130620,210000,124000.0000000,124000.0000000,123650.0000000,123720.0000000,7149
SPFB.RTS,15,20130620,211500,123700.0000000,123950.0000000,123530.0000000,123800.0000000,9548
SPFB.RTS,15,20130620,213000,123800.0000000,123840.0000000,123490.0000000,123670.0000000,12115
SPFB.RTS,15,20130620,214500,123680.0000000,123800.0000000,123230.0000000,123460.0000000,15937
SPFB.RTS,15,20130620,220000,123460.0000000,123530.0000000,123160.0000000,123290.0000000,14617
SPFB.RTS,15,20130620,221500,123280.0000000,123580.0000000,123010.0000000,123120.0000000,28274
SPFB.RTS,15,20130620,223000,123130.0000000,123230.0000000,122150.0000000,122150.0000000,48956
SPFB.RTS,15,20130620,224500,122170.0000000,122330.0000000,121750.0000000,122000.0000000,32035
SPFB.RTS,15,20130620,230000,122000.0000000,122060.0000000,121190.0000000,121270.0000000,48113
SPFB.RTS,15,20130620,231500,121270.0000000,121650.0000000,121180.0000000,121410.0000000,28392
SPFB.RTS,15,20130620,233000,121420.0000000,121490.0000000,121070.0000000,121380.0000000,28886
SPFB.RTS,15,20130620,234500,121390.0000000,121530.0000000,121230.0000000,121400.0000000,19245
SPFB.RTS,15,20130621,000000,121390.0000000,121440.0000000,121180.0000000,121320.0000000,9679
SPFB.RTS,15,20130621,101500,121320.0000000,124090.0000000,121320.0000000,123930.0000000,117626
SPFB.RTS,15,20130621,103000,123940.0000000,124460.0000000,123830.0000000,124390.0000000,54087
SPFB.RTS,15,20130621,104500,124390.0000000,124550.0000000,124070.0000000,124310.0000000,24957
